Fecha,Valor
2019-10-24T00:00:00,24.8238
2019-10-25T00:00:00,24.8133
2019-10-28T00:00:00,24.8193
2019-10-29T00:00:00,24.7931
2019-10-30T00:00:00,24.8088
2019-10-31T00:00:00,24.8102
2019-11-01T00:00:00,24.8072
2019-11-04T00:00:00,24.8023
2019-11-05T00:00:00,24.798
2019-11-06T00:00:00,24.7956
2019-11-07T00:00:00,24.8113
2019-11-08T00:00:00,24.8105
2019-11-11T00:00:00,24.8116
2019-11-12T00:00:00,24.8139
2019-11-13T00:00:00,24.8134
2019-11-14T00:00:00,24.8132
2019-11-15T00:00:00,24.8075
2019-11-18T00:00:00,24.8102
2019-11-19T00:00:00,24.7973
2019-11-20T00:00:00,24.8017
2019-11-21T00:00:00,24.8067
2019-11-22T00:00:00,24.8119
2019-11-25T00:00:00,24.8178
2019-11-26T00:00:00,24.8119
2019-11-27T00:00:00,24.8097
2019-11-28T00:00:00,24.8206
2019-11-29T00:00:00,24.8229
2019-12-02T00:00:00,24.8145
2019-12-03T00:00:00,24.8046
2019-12-04T00:00:00,24.8086
2019-12-05T00:00:00,24.815
2019-12-06T00:00:00,24.8201
2019-12-09T00:00:00,24.8209
2019-12-10T00:00:00,24.8137
2019-12-11T00:00:00,24.8185
2019-12-12T00:00:00,24.8218
2019-12-13T00:00:00,24.8202
2019-12-16T00:00:00,24.8213
2019-12-17T00:00:00,24.8296
2019-12-18T00:00:00,24.8249
2019-12-19T00:00:00,24.8258
2019-12-20T00:00:00,24.8288
2019-12-23T00:00:00,24.8203
2019-12-24T00:00:00,24.8158
2019-12-26T00:00:00,24.8159
2019-12-27T00:00:00,24.8148
2019-12-30T00:00:00,24.8139
2019-12-31T00:00:00,24.8074
2020-01-02T00:00:00,24.8074
2020-01-03T00:00:00,24.7899
2020-01-06T00:00:00,24.8125
2020-01-07T00:00:00,24.8127
2020-01-08T00:00:00,24.8211
2020-01-09T00:00:00,24.8243
2020-01-10T00:00:00,24.8261
2020-01-13T00:00:00,24.8274
2020-01-14T00:00:00,24.8274
2020-01-15T00:00:00,24.8267
2020-01-16T00:00:00,24.8259
2020-01-17T00:00:00,24.8255
2020-01-20T00:00:00,24.8253
2020-01-21T00:00:00,24.8257
2020-01-22T00:00:00,24.8265
2020-01-23T00:00:00,24.8273
2020-01-24T00:00:00,24.8275
2020-01-27T00:00:00,24.8273
2020-01-28T00:00:00,24.8266
2020-01-29T00:00:00,24.8252
2020-01-30T00:00:00,24.8238
2020-01-31T00:00:00,24.8237
2020-02-03T00:00:00,24.8237
2020-02-04T00:00:00,24.8245
2020-02-05T00:00:00,24.826
2020-02-06T00:00:00,24.8274
2020-02-07T00:00:00,24.8299
2020-02-10T00:00:00,24.8328
2020-02-11T00:00:00,24.8351
2020-02-12T00:00:00,24.8362
2020-02-13T00:00:00,24.8389
2020-02-14T00:00:00,24.8416
2020-02-17T00:00:00,24.8452
2020-02-18T00:00:00,24.8473
2020-02-19T00:00:00,24.8484
2020-02-20T00:00:00,24.8515
2020-02-21T00:00:00,24.8551
2020-02-24T00:00:00,24.8586
2020-02-25T00:00:00,24.8611
